date,state,variable,income
2024,Sabah,mean,4219
2024,Sabah,mean,4294
2024,Sabah,mean,4365
2024,Sabah,mean,4443
2024,Sabah,mean,4515
2024,Sabah,mean,4595
2024,Sabah,mean,4686
2024,Sabah,mean,4770
2024,Sabah,mean,4853
2024,Sabah,mean,4926
2024,Sabah,mean,4995
2024,Sabah,mean,5070
2024,Sabah,mean,5149
2024,Sabah,mean,5225
2024,Sabah,mean,5303
2024,Sabah,mean,5383
2024,Sabah,mean,5476
2024,Sabah,mean,5562
2024,Sabah,mean,5649
2024,Sabah,mean,5742
2024,Sabah,mean,5834
2024,Sabah,mean,5941
2024,Sabah,mean,6129
2024,Sabah,mean,6333
2024,Sabah,mean,6449
2024,Sabah,mean,6569
2024,Sabah,mean,6677
2024,Sabah,mean,6796
2024,Sabah,mean,6897
2024,Sabah,mean,7001
2024,Sabah,mean,7182
2024,Sabah,mean,7423
2024,Sabah,mean,7610
2024,Sabah,mean,7821
2024,Sabah,mean,7973
2024,Sabah,mean,8306
2024,Sabah,mean,8585
2024,Sabah,mean,8802
2024,Sabah,mean,9024
2024,Sabah,mean,9267
2024,Sabah,mean,9528
2024,Sabah,mean,9848
2024,Sabah,mean,10146
2024,Sabah,mean,10477
2024,Sabah,mean,10872
2024,Sabah,mean,11211
2024,Sabah,mean,11620
2024,Sabah,mean,12070
2024,Sabah,mean,12527
2024,Sabah,mean,12984
2024,Sabah,mean,13558
2024,Sabah,mean,14291
2024,Sabah,mean,14944
2024,Sabah,mean,15739
2024,Sabah,mean,16656
2024,Sabah,mean,18412
2024,Sabah,mean,20369
2024,Sabah,mean,24320
2024,Sabah,mean,39842
2024,Sarawak,mean,1315
2024,Sarawak,mean,1620
2024,Sarawak,mean,1761
2024,Sarawak,mean,1853
2024,Sarawak,mean,1953
2024,Sarawak,mean,2058
2024,Sarawak,mean,2153
2024,Sarawak,mean,2235
2024,Sarawak,mean,2314
2024,Sarawak,mean,2389
2024,Sarawak,mean,2469
2024,Sarawak,mean,2544
2024,Sarawak,mean,2610
2024,Sarawak,mean,2681
2024,Sarawak,mean,2766
2024,Sarawak,mean,2843
2024,Sarawak,mean,2920
2024,Sarawak,mean,2994
2024,Sarawak,mean,3070
2024,Sarawak,mean,3134
2024,Sarawak,mean,3197
2024,Sarawak,mean,3264
2024,Sarawak,mean,3331
2024,Sarawak,mean,3404
2024,Sarawak,mean,3478
2024,Sarawak,mean,3557
2024,Sarawak,mean,3633
2024,Sarawak,mean,3705
2024,Sarawak,mean,3791
2024,Sarawak,mean,3860
2024,Sarawak,mean,3936
2024,Sarawak,mean,4012
2024,Sarawak,mean,4097
2024,Sarawak,mean,4172
2024,Sarawak,mean,4240
2024,Sarawak,mean,4314
2024,Sarawak,mean,4385
2024,Sarawak,mean,4471
2024,Sarawak,mean,4546
2024,Sarawak,mean,4621
2024,Sarawak,mean,4713
2024,Sarawak,mean,4811
2024,Sarawak,mean,4897
2024,Sarawak,mean,4982
2024,Sarawak,mean,5060
2024,Sarawak,mean,5137
2024,Sarawak,mean,5207
2024,Sarawak,mean,5291
2024,Sarawak,mean,5372
2024,Sarawak,mean,5457
2024,Sarawak,mean,5550
2024,Sarawak,mean,5636
2024,Sarawak,mean,5724
2024,Sarawak,mean,5818
2024,Sarawak,mean,5918
2024,Sarawak,mean,6009
2024,Sarawak,mean,6116
2024,Sarawak,mean,6232
2024,Sarawak,mean,6350
2024,Sarawak,mean,6465
2024,Sarawak,mean,6588
2024,Sarawak,mean,6690
2024,Sarawak,mean,6813
2024,Sarawak,mean,6922
2024,Sarawak,mean,7016
2024,Sarawak,mean,7147
2024,Sarawak,mean,7287
2024,Sarawak,mean,7420
2024,Sarawak,mean,7577
2024,Sarawak,mean,7714
2024,Sarawak,mean,7878
2024,Sarawak,mean,8047
2024,Sarawak,mean,8227
2024,Sarawak,mean,8406
2024,Sarawak,mean,8567
2024,Sarawak,mean,8725
2024,Sarawak,mean,8933
2024,Sarawak,mean,9139
2024,Sarawak,mean,9351
2024,Sarawak,mean,9592
2024,Sarawak,mean,9846
2024,Sarawak,mean,10094
2024,Sarawak,mean,10330
2024,Sarawak,mean,10646
2024,Sarawak,mean,10990
2024,Sarawak,mean,11285
2024,Sarawak,mean,11654
2024,Sarawak,mean,12098
2024,Sarawak,mean,12551
2024,Sarawak,mean,12929
2024,Sarawak,mean,13344
2024,Sarawak,mean,13856
2024,Sarawak,mean,14446
2024,Sarawak,mean,15194
2024,Sarawak,mean,15971
2024,Sarawak,mean,17097
2024,Sarawak,mean,18564
2024,Sarawak,mean,20513
2024,Sarawak,mean,23849
2024,Sarawak,mean,35318
2024,Selangor,mean,2566
2024,Selangor,mean,3292
2024,Selangor,mean,3773
2024,Selangor,mean,4155
2024,Selangor,mean,4449
2024,Selangor,mean,4720
2024,Selangor,mean,4960
2024,Selangor,mean,5158
2024,Selangor,mean,5382
2024,Selangor,mean,5581
2024,Selangor,mean,5704
2024,Selangor,mean,5848
2024,Selangor,mean,6036
2024,Selangor,mean,6318
2024,Selangor,mean,6482
2024,Selangor,mean,6636
2024,Selangor,mean,6754
2024,Selangor,mean,6849
2024,Selangor,mean,6961
2024,Selangor,mean,7187
2024,Selangor,mean,7495
2024,Selangor,mean,7647
2024,Selangor,mean,7777
2024,Selangor,mean,7887
2024,Selangor,mean,7996
2024,Selangor,mean,8166
2024,Selangor,mean,8367
2024,Selangor,mean,8464
2024,Selangor,mean,8520
2024,Selangor,mean,8588
2024,Selangor,mean,8676
2024,Selangor,mean,8754
2024,Selangor,mean,8825
2024,Selangor,mean,8897
2024,Selangor,mean,9005
2024,Selangor,mean,9125
2024,Selangor,mean,9220
2024,Selangor,mean,9324
2024,Selangor,mean,9431
2024,Selangor,mean,9515
2024,Selangor,mean,9620
2024,Selangor,mean,9736
2024,Selangor,mean,9872
2024,Selangor,mean,10094
2024,Selangor,mean,10214
2024,Selangor,mean,10314
2024,Selangor,mean,10405
2024,Selangor,mean,10497
2024,Selangor,mean,10584
2024,Selangor,mean,10674
2024,Selangor,mean,10770
2024,Selangor,mean,10842
2024,Selangor,mean,10945
2024,Selangor,mean,11042
2024,Selangor,mean,11124
2024,Selangor,mean,11223
2024,Selangor,mean,11320
2024,Selangor,mean,11415
2024,Selangor,mean,11510
2024,Selangor,mean,11742
2024,Selangor,mean,12031
2024,Selangor,mean,12266
2024,Selangor,mean,12435
2024,Selangor,mean,12607
2024,Selangor,mean,12737
2024,Selangor,mean,12864
2024,Selangor,mean,13009
2024,Selangor,mean,13186
2024,Selangor,mean,13325
2024,Selangor,mean,13515
2024,Selangor,mean,13665
2024,Selangor,mean,13793
2024,Selangor,mean,13948
2024,Selangor,mean,14144
2024,Selangor,mean,14338
2024,Selangor,mean,14601
2024,Selangor,mean,15073
2024,Selangor,mean,15367
2024,Selangor,mean,15629
2024,Selangor,mean,15903
2024,Selangor,mean,16251
2024,Selangor,mean,16674
2024,Selangor,mean,17024
2024,Selangor,mean,17427
2024,Selangor,mean,17923
2024,Selangor,mean,18379
2024,Selangor,mean,18911
2024,Selangor,mean,19532
2024,Selangor,mean,20296
2024,Selangor,mean,21173
2024,Selangor,mean,22090
2024,Selangor,mean,23152
2024,Selangor,mean,24585
2024,Selangor,mean,25838
2024,Selangor,mean,27604
2024,Selangor,mean,30408
2024,Selangor,mean,34712
2024,Selangor,mean,39981
2024,Selangor,mean,51935
2024,Selangor,mean,97927
2024,Terengganu,mean,1769
2024,Terengganu,mean,2295
2024,Terengganu,mean,2617
2024,Terengganu,mean,2773
2024,Terengganu,mean,2913
2024,Terengganu,mean,3006
2024,Terengganu,mean,3087
2024,Terengganu,mean,3160
2024,Terengganu,mean,3237
2024,Terengganu,mean,3314
2024,Terengganu,mean,3387
2024,Terengganu,mean,3462
2024,Terengganu,mean,3551
2024,Terengganu,mean,3613
2024,Terengganu,mean,3678
2024,Terengganu,mean,3757
2024,Terengganu,mean,3849
2024,Terengganu,mean,3928
2024,Terengganu,mean,4006
2024,Terengganu,mean,4090
2024,Terengganu,mean,4179
2024,Terengganu,mean,4252
2024,Terengganu,mean,4337
2024,Terengganu,mean,4410
2024,Terengganu,mean,4484
2024,Terengganu,mean,4549
2024,Terengganu,mean,4626
2024,Terengganu,mean,4735
2024,Terengganu,mean,4835
2024,Terengganu,mean,4918
2024,Terengganu,mean,5000
2024,Terengganu,mean,5081
2024,Terengganu,mean,5158
2024,Terengganu,mean,5237
2024,Terengganu,mean,5320
2024,Terengganu,mean,5405
2024,Terengganu,mean,5503
2024,Terengganu,mean,5646
2024,Terengganu,mean,5755
2024,Terengganu,mean,5844
2024,Terengganu,mean,5931
2024,Terengganu,mean,6039
2024,Terengganu,mean,6122
2024,Terengganu,mean,6193
2024,Terengganu,mean,6265
2024,Terengganu,mean,6329
2024,Terengganu,mean,6386
2024,Terengganu,mean,6455
2024,Terengganu,mean,6522
2024,Terengganu,mean,6592
2024,Terengganu,mean,6683
2024,Terengganu,mean,6755
2024,Terengganu,mean,6830
2024,Terengganu,mean,6905
2024,Terengganu,mean,6977
2024,Terengganu,mean,7046
2024,Terengganu,mean,7123
2024,Terengganu,mean,7189
2024,Terengganu,mean,7259
2024,Terengganu,mean,7322
2024,Terengganu,mean,7400
2024,Terengganu,mean,7473
2024,Terengganu,mean,7577
2024,Terengganu,mean,7673
2024,Terengganu,mean,7757
2024,Terengganu,mean,7852
2024,Terengganu,mean,7937
2024,Terengganu,mean,8028
2024,Terengganu,mean,8162
2024,Terengganu,mean,8282
2024,Terengganu,mean,8383
2024,Terengganu,mean,8516
2024,Terengganu,mean,8679
2024,Terengganu,mean,8827
2024,Terengganu,mean,8958
2024,Terengganu,mean,9076
2024,Terengganu,mean,9209
2024,Terengganu,mean,9382
2024,Terengganu,mean,9556
2024,Terengganu,mean,9706
2024,Terengganu,mean,9872
2024,Terengganu,mean,10048
2024,Terengganu,mean,10309
2024,Terengganu,mean,10550
2024,Terengganu,mean,10819
2024,Terengganu,mean,11175
2024,Terengganu,mean,11616
2024,Terengganu,mean,12079
2024,Terengganu,mean,12663
2024,Terengganu,mean,13191
2024,Terengganu,mean,13508
2024,Terengganu,mean,13984
2024,Terengganu,mean,14625
2024,Terengganu,mean,15533
2024,Terengganu,mean,16516
2024,Terengganu,mean,17564
2024,Terengganu,mean,18743
2024,Terengganu,mean,20780
2024,Terengganu,mean,23199
2024,Terengganu,mean,30721
2024,W.P. Kuala Lumpur,mean,2095
2024,W.P. Kuala Lumpur,mean,2965
2024,W.P. Kuala Lumpur,mean,3392
2024,W.P. Kuala Lumpur,mean,3678
2024,W.P. Kuala Lumpur,mean,3865
2024,W.P. Kuala Lumpur,mean,4051
2024,W.P. Kuala Lumpur,mean,4222
2024,W.P. Kuala Lumpur,mean,4506
2024,W.P. Kuala Lumpur,mean,4727
2024,W.P. Kuala Lumpur,mean,4960
2024,W.P. Kuala Lumpur,mean,5199
2024,W.P. Kuala Lumpur,mean,5369
2024,W.P. Kuala Lumpur,mean,5541
2024,W.P. Kuala Lumpur,mean,5689
2024,W.P. Kuala Lumpur,mean,5807
2024,W.P. Kuala Lumpur,mean,5936
2024,W.P. Kuala Lumpur,mean,6348
2024,W.P. Kuala Lumpur,mean,6504
2024,W.P. Kuala Lumpur,mean,6624
2024,W.P. Kuala Lumpur,mean,6708
2024,W.P. Kuala Lumpur,mean,6785
2024,W.P. Kuala Lumpur,mean,6863
2024,W.P. Kuala Lumpur,mean,6943
2024,W.P. Kuala Lumpur,mean,7006
2024,W.P. Kuala Lumpur,mean,7387
2024,W.P. Kuala Lumpur,mean,7588
2024,W.P. Kuala Lumpur,mean,7676
2024,W.P. Kuala Lumpur,mean,7753
2024,W.P. Kuala Lumpur,mean,7827
2024,W.P. Kuala Lumpur,mean,7907
2024,W.P. Kuala Lumpur,mean,8014
2024,W.P. Kuala Lumpur,mean,8451
2024,W.P. Kuala Lumpur,mean,8630
2024,W.P. Kuala Lumpur,mean,8776
2024,W.P. Kuala Lumpur,mean,8911
2024,W.P. Kuala Lumpur,mean,9041
2024,W.P. Kuala Lumpur,mean,9174
2024,W.P. Kuala Lumpur,mean,9287
2024,W.P. Kuala Lumpur,mean,9397
2024,W.P. Kuala Lumpur,mean,9549
2024,W.P. Kuala Lumpur,mean,9688
2024,W.P. Kuala Lumpur,mean,9809
2024,W.P. Kuala Lumpur,mean,9938
2024,W.P. Kuala Lumpur,mean,10066
2024,W.P. Kuala Lumpur,mean,10187
2024,W.P. Kuala Lumpur,mean,10287
2024,W.P. Kuala Lumpur,mean,10414
2024,W.P. Kuala Lumpur,mean,10520
2024,W.P. Kuala Lumpur,mean,10631
2024,W.P. Kuala Lumpur,mean,10741
2024,W.P. Kuala Lumpur,mean,10862
2024,W.P. Kuala Lumpur,mean,10992
2024,W.P. Kuala Lumpur,mean,11131
2024,W.P. Kuala Lumpur,mean,11309
2024,W.P. Kuala Lumpur,mean,11471
2024,W.P. Kuala Lumpur,mean,11636
2024,W.P. Kuala Lumpur,mean,11817
2024,W.P. Kuala Lumpur,mean,11960
2024,W.P. Kuala Lumpur,mean,12115
2024,W.P. Kuala Lumpur,mean,12221
2024,W.P. Kuala Lumpur,mean,12343
2024,W.P. Kuala Lumpur,mean,12469
2024,W.P. Kuala Lumpur,mean,12604
2024,W.P. Kuala Lumpur,mean,12718
2024,W.P. Kuala Lumpur,mean,12868
2024,W.P. Kuala Lumpur,mean,13321
2024,W.P. Kuala Lumpur,mean,13600
2024,W.P. Kuala Lumpur,mean,13881
2024,W.P. Kuala Lumpur,mean,14135
2024,W.P. Kuala Lumpur,mean,14393
2024,W.P. Kuala Lumpur,mean,14628
2024,W.P. Kuala Lumpur,mean,14793
2024,W.P. Kuala Lumpur,mean,15001
2024,W.P. Kuala Lumpur,mean,15214
2024,W.P. Kuala Lumpur,mean,15432
2024,W.P. Kuala Lumpur,mean,15632
2024,W.P. Kuala Lumpur,mean,15857
2024,W.P. Kuala Lumpur,mean,16154
2024,W.P. Kuala Lumpur,mean,16484
2024,W.P. Kuala Lumpur,mean,16793
2024,W.P. Kuala Lumpur,mean,17193
2024,W.P. Kuala Lumpur,mean,17556
2024,W.P. Kuala Lumpur,mean,17995
2024,W.P. Kuala Lumpur,mean,18583
2024,W.P. Kuala Lumpur,mean,19195
2024,W.P. Kuala Lumpur,mean,19755
2024,W.P. Kuala Lumpur,mean,20541
2024,W.P. Kuala Lumpur,mean,21416
2024,W.P. Kuala Lumpur,mean,22337
2024,W.P. Kuala Lumpur,mean,23558
2024,W.P. Kuala Lumpur,mean,24839
2024,W.P. Kuala Lumpur,mean,25949
2024,W.P. Kuala Lumpur,mean,27081
2024,W.P. Kuala Lumpur,mean,28780
2024,W.P. Kuala Lumpur,mean,30960
2024,W.P. Kuala Lumpur,mean,33565
2024,W.P. Kuala Lumpur,mean,36671
2024,W.P. Kuala Lumpur,mean,42737
2024,W.P. Kuala Lumpur,mean,54274
2024,W.P. Kuala Lumpur,mean,131441
2024,W.P. Labuan,mean,1457
2024,W.P. Labuan,mean,1792
2024,W.P. Labuan,mean,2021
2024,W.P. Labuan,mean,2237
2024,W.P. Labuan,mean,2424
2024,W.P. Labuan,mean,2540
2024,W.P. Labuan,mean,2671
2024,W.P. Labuan,mean,2804
2024,W.P. Labuan,mean,2981
2024,W.P. Labuan,mean,3197
2024,W.P. Labuan,mean,3367
2024,W.P. Labuan,mean,3572
2024,W.P. Labuan,mean,3645
2024,W.P. Labuan,mean,3725
2024,W.P. Labuan,mean,3858
2024,W.P. Labuan,mean,3907
2024,W.P. Labuan,mean,3967
2024,W.P. Labuan,mean,4070
2024,W.P. Labuan,mean,4189
2024,W.P. Labuan,mean,4344
2024,W.P. Labuan,mean,4438
2024,W.P. Labuan,mean,4546
2024,W.P. Labuan,mean,4648
2024,W.P. Labuan,mean,4759
2024,W.P. Labuan,mean,4827
2024,W.P. Labuan,mean,4878
2024,W.P. Labuan,mean,4965
2024,W.P. Labuan,mean,5039
2024,W.P. Labuan,mean,5117
2024,W.P. Labuan,mean,5207
2024,W.P. Labuan,mean,5333
2024,W.P. Labuan,mean,5408
2024,W.P. Labuan,mean,5509
2024,W.P. Labuan,mean,5584
2024,W.P. Labuan,mean,5691
2024,W.P. Labuan,mean,5814
2024,W.P. Labuan,mean,5984
2024,W.P. Labuan,mean,6098
2024,W.P. Labuan,mean,6173
2024,W.P. Labuan,mean,6289
2024,W.P. Labuan,mean,6370
2024,W.P. Labuan,mean,6496
2024,W.P. Labuan,mean,6569
2024,W.P. Labuan,mean,6718
2024,W.P. Labuan,mean,6818
2024,W.P. Labuan,mean,7002
2024,W.P. Labuan,mean,7212
2024,W.P. Labuan,mean,7276
2024,W.P. Labuan,mean,7314
2024,W.P. Labuan,mean,7351
2024,W.P. Labuan,mean,7424
2024,W.P. Labuan,mean,7505
2024,W.P. Labuan,mean,7586
2024,W.P. Labuan,mean,7654
2024,W.P. Labuan,mean,7696
2024,W.P. Labuan,mean,7792
2024,W.P. Labuan,mean,7854
2024,W.P. Labuan,mean,7897
2024,W.P. Labuan,mean,7940
2024,W.P. Labuan,mean,8005
2024,W.P. Labuan,mean,8180
2024,W.P. Labuan,mean,8491
2024,W.P. Labuan,mean,8771
2024,W.P. Labuan,mean,8917
2024,W.P. Labuan,mean,9072
2024,W.P. Labuan,mean,9251
2024,W.P. Labuan,mean,9473
2024,W.P. Labuan,mean,9551
2024,W.P. Labuan,mean,9607
2024,W.P. Labuan,mean,9740
2024,W.P. Labuan,mean,9916
2024,W.P. Labuan,mean,10157
2024,W.P. Labuan,mean,10366
2024,W.P. Labuan,mean,10570
2024,W.P. Labuan,mean,10741
2024,W.P. Labuan,mean,10863
2024,W.P. Labuan,mean,11008
2024,W.P. Labuan,mean,11270
2024,W.P. Labuan,mean,11437
2024,W.P. Labuan,mean,11587
2024,W.P. Labuan,mean,11809
2024,W.P. Labuan,mean,11913
2024,W.P. Labuan,mean,12056
2024,W.P. Labuan,mean,12417
2024,W.P. Labuan,mean,12988
2024,W.P. Labuan,mean,13405
2024,W.P. Labuan,mean,13604
2024,W.P. Labuan,mean,13943
2024,W.P. Labuan,mean,14334
2024,W.P. Labuan,mean,14605
2024,W.P. Labuan,mean,15036
2024,W.P. Labuan,mean,15776
2024,W.P. Labuan,mean,16472
2024,W.P. Labuan,mean,17077
2024,W.P. Labuan,mean,17680
2024,W.P. Labuan,mean,18477
2024,W.P. Labuan,mean,19404
2024,W.P. Labuan,mean,21011
2024,W.P. Labuan,mean,27115
2024,W.P. Labuan,mean,49468
2024,W.P. Putrajaya,mean,3572
2024,W.P. Putrajaya,mean,4089
2024,W.P. Putrajaya,mean,4287
2024,W.P. Putrajaya,mean,4480
2024,W.P. Putrajaya,mean,4614
2024,W.P. Putrajaya,mean,4826
2024,W.P. Putrajaya,mean,4877
2024,W.P. Putrajaya,mean,5022
2024,W.P. Putrajaya,mean,5145
2024,W.P. Putrajaya,mean,5213
2024,W.P. Putrajaya,mean,5328
2024,W.P. Putrajaya,mean,5524
2024,W.P. Putrajaya,mean,5774
2024,W.P. Putrajaya,mean,5842
2024,W.P. Putrajaya,mean,5927
2024,W.P. Putrajaya,mean,6102
2024,W.P. Putrajaya,mean,6426
2024,W.P. Putrajaya,mean,6553
2024,W.P. Putrajaya,mean,6700
2024,W.P. Putrajaya,mean,6778
2024,W.P. Putrajaya,mean,6880
2024,W.P. Putrajaya,mean,7039
2024,W.P. Putrajaya,mean,7243
2024,W.P. Putrajaya,mean,7418
2024,W.P. Putrajaya,mean,7609
2024,W.P. Putrajaya,mean,7760
2024,W.P. Putrajaya,mean,7936
2024,W.P. Putrajaya,mean,8037
2024,W.P. Putrajaya,mean,8251
2024,W.P. Putrajaya,mean,8421
2024,W.P. Putrajaya,mean,8641
2024,W.P. Putrajaya,mean,8801
2024,W.P. Putrajaya,mean,8878
2024,W.P. Putrajaya,mean,8960
2024,W.P. Putrajaya,mean,9043
2024,W.P. Putrajaya,mean,9129
2024,W.P. Putrajaya,mean,9247
2024,W.P. Putrajaya,mean,9370
2024,W.P. Putrajaya,mean,9468
2024,W.P. Putrajaya,mean,9566
2024,W.P. Putrajaya,mean,9698
2024,W.P. Putrajaya,mean,9847
2024,W.P. Putrajaya,mean,10001
2024,W.P. Putrajaya,mean,10152
2024,W.P. Putrajaya,mean,10347
2024,W.P. Putrajaya,mean,10483
2024,W.P. Putrajaya,mean,10576
2024,W.P. Putrajaya,mean,10630
2024,W.P. Putrajaya,mean,10665
2024,W.P. Putrajaya,mean,10742
2024,W.P. Putrajaya,mean,10852
2024,W.P. Putrajaya,mean,11106
2024,W.P. Putrajaya,mean,11473
2024,W.P. Putrajaya,mean,11649
2024,W.P. Putrajaya,mean,11747
2024,W.P. Putrajaya,mean,11932
2024,W.P. Putrajaya,mean,12064
2024,W.P. Putrajaya,mean,12826
2024,W.P. Putrajaya,mean,13565
2024,W.P. Putrajaya,mean,13759
2024,W.P. Putrajaya,mean,13986
2024,W.P. Putrajaya,mean,14481
2024,W.P. Putrajaya,mean,14943
2024,W.P. Putrajaya,mean,15122
2024,W.P. Putrajaya,mean,15275
2024,W.P. Putrajaya,mean,15503
2024,W.P. Putrajaya,mean,15791
2024,W.P. Putrajaya,mean,16188
2024,W.P. Putrajaya,mean,16584
2024,W.P. Putrajaya,mean,17005
2024,W.P. Putrajaya,mean,17347
2024,W.P. Putrajaya,mean,17874
2024,W.P. Putrajaya,mean,18190
2024,W.P. Putrajaya,mean,18296
2024,W.P. Putrajaya,mean,18356
2024,W.P. Putrajaya,mean,18429
2024,W.P. Putrajaya,mean,18498
2024,W.P. Putrajaya,mean,18572
2024,W.P. Putrajaya,mean,18696
2024,W.P. Putrajaya,mean,18967
2024,W.P. Putrajaya,mean,19232
2024,W.P. Putrajaya,mean,19945
2024,W.P. Putrajaya,mean,20434
2024,W.P. Putrajaya,mean,20898
2024,W.P. Putrajaya,mean,21277
2024,W.P. Putrajaya,mean,21955
2024,W.P. Putrajaya,mean,22843
2024,W.P. Putrajaya,mean,23278
2024,W.P. Putrajaya,mean,24013
2024,W.P. Putrajaya,mean,24525
2024,W.P. Putrajaya,mean,25322
2024,W.P. Putrajaya,mean,26146
2024,W.P. Putrajaya,mean,26903
2024,W.P. Putrajaya,mean,27700
2024,W.P. Putrajaya,mean,29105
2024,W.P. Putrajaya,mean,31746
2024,W.P. Putrajaya,mean,33931
2024,W.P. Putrajaya,mean,37529
2024,W.P. Putrajaya,mean,43451
2024,W.P. Putrajaya,mean,51858
